Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Dead,Injured,Affected
2017-0446-IRQ,2017,446,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iraq,IRQ,Western Asia,Asia,"Sulaymaniyah governorate areas, Kalar, Darbandikhan, Khanaqin and Halabja, Sulaymaniyah, Erbil",0,0,0,0,0,Yes,0,7,Richter,34.911,45.959,21:18,0,2017,11,12,2017,11,12,10,469,5500,0,5969,0,0,0,95.8781657744988,GREEN,RED,RED
2017-0349-ITA,2017,349,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Italy,ITA,Southern Europe,Europe,"Casamicciola Terme, Lacco Ameno (Ischia Isl.), near Flegrea coast of Campania (Naples province)",0,0,0,0,0,0,0,4,Richter,,,20:57,0,2017,8,23,2017,8,23,2,42,2600,0,2642,0,0,0,95.8781657744988,GREEN,BLUE,RED
2017-0451-KGZ,2017,451,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Kyrgyzstan,KGZ,Central Asia,Asia,"Karamyk, Jekendi, Kara-Teyit, Chuluk, Shibee villages (Chong Alay District, Osh province), Kadamjai District of the Batken Province",0,0,0,0,0,0,0,6,Richter,,,0,0,2017,5,3,2017,5,3,0,0,5000,0,5000,0,0,0,95.8781657744988,GREEN,GREEN,RED
2017-0443-KOR,2017,443,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Korea (the Republic of),KOR,Eastern Asia,Asia,"Near Pohang, Gyeongsangbuk-do province",0,0,0,0,0,0,0,5,Richter,36.065,129.27,0,0,2017,11,15,2017,11,15,0,57,5000,0,5057,0,0,0,95.8781657744988,GREEN,YELLOW,RED
2017-0050-PHL,2017,50,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Surigao Del Norte district (Region XIII (Caraga) province),0,0,0,0,0,0,0,7,Richter,9.907,125.452,0,0,2017,2,10,2017,2,10,8,202,16655,0,16857,0,0,13974,95.8781657744988,GREEN,RED,RED
2017-0247-PHL,2017,247,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Kananga (Leyte Isl), Ormoc City, Carigara",0,0,0,0,0,0,0,7,Richter,11.111,124.619,16:04,0,2017,7,6,2017,7,6,3,448,16052,0,16500,5300,0,4364,95.8781657744988,GREEN,RED,RED
2017-0280-TUR,2017,280,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Turkey,TUR,Western Asia,Asia,Bodrum,0,Tsunami/Tidal wave,0,0,0,0,0,7,Richter,,,01:31,0,2017,7,21,2017,7,21,0,360,0,0,360,0,0,0,95.8781657744988,GREEN,RED,RED
2018-0215-CHN,2018,215,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Ningjiang (Jilin province),0,0,0,0,0,0,0,5,Richter,45.279,124.557,01:50,0,2018,5,28,2018,5,28,0,0,12000,0,12000,0,0,29000,98.2199906178672,GREEN,GREEN,RED
2018-0323-CHN,2018,323,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Yuxi (Yunnan province),0,0,0,0,0,0,0,5,Richter,24.332,102.941,01:44,0,2018,8,13,2018,8,13,0,24,18000,0,18024,0,0,50000,98.2199906178672,GREEN,BLUE,RED
2018-0352-IDN,2018,352,Natural,Geophysical,Earthquake,Tsunami,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Dongalla, Sigi (dongalla), Parigi Moutong, Palu, Poso, Mamuju Utara (Celebas Isl., Central Sulawesi)",0,Tsunami/Tidal wave,Liquefaction,0,Yes,Yes,0,8,Richter,-178,119.84,0,0,2018,9,28,2018,9,28,4340,2531,206494,0,209025,1600000,0,1450000,98.2199906178672,RED,RED,RED
2018-0330-JPN,2018,330,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Japan,JPN,Eastern Asia,Asia,"Atsuma village, Abira, Sapporo (Hokkaido)",0,"Slide (land, mud, snow, rock)",0,0,0,0,0,7,Richter,,,03:00,0,2018,9,6,2018,9,6,44,680,2700,0,3380,0,0,1250000,98.2199906178672,YELLOW,RED,RED
2018-0055-PNG,2018,55,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Papua New Guinea,PNG,Melanesia,Oceania,Southern Highlandsand Hela provinces,0,"Slide (land, mud, snow, rock)",0,0,0,0,0,8,Richter,-6.149,142.766,03:35,0,2018,2,26,2018,2,26,145,300,544000,0,544300,0,0,61000,98.2199906178672,RED,RED,RED
2018-0257-IDN,2018,257,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Lombok, sumbawa",0,Tsunami/Tidal wave,0,0,0,0,0,7,Richter,-8.287,116.452,18:46,0,2018,8,5,2018,8,5,564,1584,445343,70000,516927,0,0,790000,98.2199906178672,RED,RED,RED
2018-0360-HTI,2018,360,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Haiti,HTI,Caribbean,Americas,"Port-de-Paix, Gros-Morne, Saint-Louis-du-Nor",0,0,0,0,0,0,0,6,Richter,20.034,-73.013,20:12,0,2018,10,6,2018,10,6,17,421,38915,0,39336,0,0,0,98.2199906178672,BLUE,RED,RED
2018-0031-IDN,2018,31,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Jakarta, Sukabumi, Bogor , Bogor city (Java), Cianjur, Lebak, Pandeglang, Serang (Banten)",0,0,0,0,0,0,0,6,Richter,-7.196,105.918,14:00,0,2018,1,23,2018,1,23,1,11,13800,0,13811,0,0,80000,98.2199906178672,GREEN,GREEN,RED
2018-0254-IDN,2018,254,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"North Lombok, East Lombok, West Lombok, Central Lombok, Mataram districts (West Nusa Tenggara province)",0,0,0,0,0,0,0,6,Richter,-8.274,116.491,05:47,0,2018,7,29,2018,7,29,14,135,102717,0,102852,0,0,29000,98.2199906178672,BLUE,ORANGE,RED
2018-0302-IDN,2018,302,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Lombok Isl.,0,0,0,0,0,0,0,7,Richter,-8.325,116.577,0,0,2018,8,19,2018,8,19,10,24,755,0,779,0,0,5000,98.2199906178672,GREEN,BLUE,RED
2018-0281-IRN,2018,281,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Tazeh Abad district (Kermanshah),0,0,0,0,0,0,0,6,Richter,34.645,46.179,14:37,0,2018,7,22,2018,7,22,0,287,4755,0,5042,0,0,10000,98.2199906178672,GREEN,RED,RED
2018-0310-IRN,2018,310,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Near Javanroud (Kermanshah province),0,0,0,0,0,0,0,6,Richter,34.663,46.277,02:43,0,2018,8,26,2018,8,26,2,255,10000,3000,13255,0,0,0,98.2199906178672,GREEN,RED,RED
2018-0426-IRN,2018,426,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Sarpol-e Zahab (Kermanshah province),0,0,0,0,0,0,0,6,Richter,34.304,45.74,20:07,0,2018,11,25,2018,11,25,0,716,0,0,716,0,0,10000,98.2199906178672,GREEN,RED,RED
2018-0183-JPN,2018,183,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Japan,JPN,Eastern Asia,Asia,"Hyogo, Kyoto, Nara, Osaka Prefectures",0,0,0,0,0,0,0,6,Richter,34.826,135.64,07:58,0,2018,6,18,2018,6,18,5,417,20298,0,20715,0,0,3250000,98.2199906178672,GREEN,RED,RED
2018-0315-MEX,2018,315,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Mexico,MEX,Central America,Americas,Oaxaca,0,0,0,0,0,0,0,7,Richter,16.646,-97.653,17:39,0,2018,2,16,2018,2,16,0,4,3000,0,3004,0,0,0,98.2199906178672,GREEN,GREEN,RED
2018-0011-PER,2018,11,Natural,Geophysical,Earthquake,Ground movement,0,0,Waiting,Peru,PER,South America,Americas,"Yauca, Quicaca, Acari, Jaqui, Lomas districts (Caraveli Province), Rio Grande district (Condesuyos province) (Arequipa department), Sancos district, Lucanas, Pullo district, Parinacochas, Paucar del Sara Sara provinces (Ayacucho department), Nazca district (Nazca province-Ica department)",0,0,0,0,0,0,0,7,Richter,-15.759,74.71,04:18,0,2018,1,14,2018,1,14,2,139,7885,1295,9319,0,0,0,98.2199906178672,GREEN,ORANGE,RED
2018-0316-PNG,2018,316,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Papua New Guinea,PNG,Melanesia,Oceania,South Highlands,0,0,0,0,0,0,0,0,Richter,-6.307,142.62,05:56,0,2018,3,5,2018,3,5,11,0,0,0,0,0,0,0,98.2199906178672,BLUE,GREEN,GREEN
2018-0317-PNG,2018,317,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Papua New Guinea,PNG,Melanesia,Oceania,Hela (South Highlands),0,0,0,0,0,0,0,7,Richter,-6.294,142.607,00:13,0,2018,3,7,2018,3,7,25,0,0,0,0,0,0,0,98.2199906178672,BLUE,GREEN,GREEN
2018-0321-SLV,2018,321,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,El Salvador,SLV,Central America,Americas,Intipuca (La Union); Chirilagua (San Miguel),0,0,0,0,0,0,0,6,Richter,13.095,-88.099,13:02,0,2018,5,6,2018,5,6,0,0,2499,0,2499,0,0,0,98.2199906178672,GREEN,GREEN,RED
2018-0059-TWN,2018,59,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Taiwan (Province of China),TWN,Eastern Asia,Asia,Hualian,0,0,0,0,0,0,0,6,Richter,24.136,121.658,23:50,0,2018,2,6,2018,2,6,84,285,0,0,285,0,0,100000,98.2199906178672,ORANGE,RED,ORANGE
2019-0232-ALB,2019,232,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Albania,ALB,Southern Europe,Europe,Korçë county,0,0,0,0,0,0,0,5,Richter,40.501,20.722,06:26,0,2019,6,1,2019,6,1,0,4,300,0,304,0,0,0,100.0,GREEN,GREEN,RED
2019-0444-ALB,2019,444,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Albania,ALB,Southern Europe,Europe,"Durres, Tirana Counties",0,0,0,0,0,0,0,6,Richter,41.381,19.454,16:04,0,2019,9,21,2019,9,21,0,108,4500,0,4608,0,0,45000,100.0,GREEN,ORANGE,RED
2019-0023-CHL,2019,23,Natural,Geophysical,Earthquake,Ground movement,0,0,Waiting,Chile,CHL,South America,Americas,Coquimbo,0,0,0,0,0,0,0,7,Richter,-30.074,-71.423,21:32,0,2019,1,19,2019,1,19,2,0,780,0,780,0,0,0,100.0,GREEN,GREEN,RED
2019-0096-CHN,2019,96,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Sichuan Province,0,0,0,0,0,0,0,5,Richter,29.498,104.632,13:15,0,2019,2,25,2019,2,25,2,12,32733,27,32772,0,0,2000,100.0,GREEN,GREEN,RED
2019-0259-CHN,2019,259,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Yibin (Sichuan province),0,0,0,0,0,0,0,6,Richter,28.405,104.957,22:55,0,2019,6,17,2019,6,17,13,220,244000,0,244220,0,0,1300000,100.0,BLUE,RED,RED
2019-0425-CHN,2019,425,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Sichuan province,0,0,0,0,0,0,0,5,Richter,29.573,105.064,06:42,0,2019,9,8,2019,9,8,1,63,15123,396,15582,0,0,0,100.0,GREEN,YELLOW,RED
2019-0243-ECU,2019,243,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Ecuador,ECU,South America,Americas,Amazon basin region,0,0,0,0,0,0,0,8,Richter,-5.812,-75.27,02:41,0,2019,5,26,2019,5,26,0,15,0,0,15,0,0,0,100.0,GREEN,GREEN,GREEN
2019-0475-ECU,2019,475,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Ecuador,ECU,South America,Americas,"Azuay, Manabi, Morona Sant",0,0,0,0,0,0,0,8,Richter,-2.199,-77.023,05:17,0,2019,2,22,2019,2,22,0,9,225,15,249,0,0,0,100.0,GREEN,GREEN,ORANGE
2019-0322-JPN,2019,322,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Japan,JPN,Eastern Asia,Asia,"Yamagata, Miyagi, Niigata,Ishikawa (Honshu Island)",0,"Slide (land, mud, snow, rock)",0,0,0,0,0,6,Richter,38.637,139.48,0,0,2019,6,18,2019,6,18,0,28,432,0,460,0,0,0,100.0,GREEN,BLUE,RED
2019-0233-SLV,2019,233,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,El Salvador,SLV,Central America,Americas,San Martín municipality (San Salvador Department),0,"Slide (land, mud, snow, rock)",0,0,0,0,0,7,Richter,13.243,-89.272,0,0,2019,5,30,2019,5,30,1,0,160,0,160,0,0,0,100.0,GREEN,GREEN,YELLOW
2019-0334-IDN,2019,334,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,North Maluku Province,0,Tsunami/Tidal wave,0,0,0,Yes,0,7,Richter,-0.586,128.034,0,0,2019,7,14,2019,7,14,8,134,5790,5880,11804,0,0,0,100.0,GREEN,ORANGE,RED
2019-0085-IDN,2019,85,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,West Sumatra province,0,0,0,0,0,0,0,5,Richter,-1.301,101.601,0,0,2019,2,28,2019,2,28,0,48,1715,0,1763,0,0,0,100.0,GREEN,BLUE,RED
2019-0109-IDN,2019,109,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,Lombok Isl. (West Nusa Tenggara),0,0,0,0,0,0,0,6,Richter,-8.418,116.52,15:07,0,2019,3,17,2019,3,17,9,45,1250,0,1295,0,0,0,100.0,GREEN,BLUE,RED
2019-0377-IDN,2019,377,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,Pandeglang (Banten Province); Bandar Lampung (Lampung Province),0,0,0,0,0,0,0,7,Richter,-7.282,104.791,19:03,104.791,2019,8,2,2019,8,2,6,4,2100,0,2104,0,0,0,100.0,GREEN,GREEN,RED
2019-0451-IDN,2019,451,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Ambon, Nusaniwe, Sirimau, Baguala, Teluk ambon, Leitimur Selatan distrcits (Maluku Province)",0,0,0,0,0,Yes,0,7,Richter,-3.45,128.347,08:46,0,2019,9,26,2019,9,26,31,179,247239,0,247418,0,0,0,100.0,YELLOW,ORANGE,RED
2019-0299-IRN,2019,299,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Masjed Soleyman City (Khuzestan Province),0,0,0,0,0,0,0,6,Richter,31.775,49.542,0,0,2019,7,8,2019,7,8,1,100,0,2000,2100,0,0,0,100.0,GREEN,YELLOW,RED
2019-0460-PAK,2019,460,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Pakistan,PAK,Southern Asia,Asia,Mirpur district (Southern Azad Jammu and Kashmir Territory),0,0,0,0,0,0,0,6,Richter,33.106,73.766,16:01,0,2019,9,24,2019,9,24,39,746,129652,0,130398,0,0,17000,100.0,YELLOW,RED,RED
2019-0243-PER,2019,243,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Peru,PER,South America,Americas,"Libertad, Loreto, Cajamarca, San Martín departments",0,0,0,0,0,Yes,0,8,Richter,-5.812,-75.27,02:41,0,2019,5,26,2019,5,26,2,15,4257,0,4272,0,0,0,100.0,GREEN,GREEN,RED
2019-0162-PHL,2019,162,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Castillejos (Zambales),0,0,0,0,0,0,0,6,Richter,14.99,120.35,17:11,0,2019,4,22,2019,4,22,25,282,15273,0,15555,0,0,50000,100.0,BLUE,RED,RED
2019-0356-PHL,2019,356,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Cantilan, Carmen, Carrascal, Lanuza, Madrid (Surigao del Sur)",0,0,0,0,0,0,0,6,Richter,9.32,125.99,04:42,0,2019,7,13,2019,7,13,0,52,9525,0,9577,0,0,0,100.0,GREEN,YELLOW,RED
2019-0362-PHL,2019,362,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Itbayat Island (Batanes Province),0,0,0,0,0,0,0,6,Richter,20.807,121.986,04:16,0,2019,7,27,2019,7,27,9,64,2963,0,3027,0,0,5258,100.0,GREEN,YELLOW,RED
2019-0489-PHL,2019,489,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,North Cotabato Province (Mindanao Island),0,0,0,0,0,0,0,6,Richter,6.714,125.009,19:37,0,2019,10,16,2019,10,16,7,215,3068,0,3283,0,0,0,100.0,GREEN,RED,RED
2019-0271-PNG,2019,271,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Papua New Guinea,PNG,Melanesia,Oceania,"New Ireland, New Britain, Duke of York Islands",0,0,0,0,0,0,0,8,Richter,-4.051,152.6,0,0,2019,5,14,2019,5,14,0,1,650,0,651,0,0,0,100.0,GREEN,GREEN,RED
2019-0479-TUR,2019,479,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Turkey,TUR,Western Asia,Asia,Istanbul,0,0,0,0,0,0,0,6,Richter,40.89,28.173,13:59,0,2019,9,26,2019,9,26,1,34,1419,0,1453,0,0,0,100.0,GREEN,BLUE,RED
2019-0306-USA,2019,306,Natural,Geophysical,Earthquake,Ground movement,0,0,Waiting,United States of America (the),USA,Northern America,Americas,Ridgecrest (Califronia),0,0,0,0,0,Yes,0,7,Richter,35.77,-117.599,20:19,0,2019,7,5,2019,7,5,0,0,150,0,150,0,50000,200000,100.0,GREEN,GREEN,YELLOW
2019-0572-ALB,2019,572,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Albania,ALB,Southern Europe,Europe,"Durrës, Kruje, Tiranë, Lezhë",0,0,0,0,0,0,0,6,Richter,41.511,19.522,3:54,0,2019,11,26,2019,11,26,51,913,202000,0,202913,0,0,700000,100.0,ORANGE,RED,RED
2019-0520-CHN,2019,520,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Neijiang (Sichuan Province),0,0,0,0,0,0,0,5,Richter,29.573,105.064,06:42,0,2019,9,8,2019,9,8,1,63,15123,396,15582,0,0,0,100.0,GREEN,YELLOW,RED
2019-0551-FRA,2019,551,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,France,FRA,Western Europe,Europe,Auvergne-Rhône-Alpes region,0,0,0,0,0,0,0,5,Richter,,,0,0,2019,11,11,2019,11,11,0,4,750,0,754,0,0,0,100.0,GREEN,GREEN,RED
2019-0553-IRN,2019,553,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Varnakesh village (Mianeh County); Torkamanchay City (Mianeh County) - East Azerbaijan Province,0,0,0,0,0,0,0,6,Richter,37.808,47.558,02:17,0,2019,11,8,2019,11,8,6,584,22500,0,23084,0,0,90000,100.0,GREEN,RED,RED
2019-0522-PHL,2019,522,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Davao del Sur and South Cotabato provinces; North Cotabato Province (Mindanao Island),0,0,0,0,0,0,0,7,Richter,6.754,124.985,09:04,0,2019,10,29,2019,10,29,10,395,25630,0,26025,0,0,0,100.0,GREEN,RED,RED
2019-0529-PHL,2019,529,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Cotabato Province,0,0,0,0,0,0,0,7,Richter,6.905,125.187,09:11,0,2019,10,31,2019,10,31,23,417,260286,0,260703,0,0,0,100.0,BLUE,RED,RED
2019-0619-PHL,2019,619,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Davao del Sur Province (Davao Region, Mindanao Island)",0,0,0,0,0,0,0,7,Richter,6.708,125.188,14:11,0,2019,12,15,2019,12,15,14,210,394355,0,394565,0,0,0,100.0,BLUE,RED,RED
2020-0158-PRI,2020,158,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Puerto Rico,PRI,Caribbean,Americas,"Ponce, Peñuelas, Guayanilla provinces",0,"Slide (land, mud, snow, rock)",0,0,0,0,0,5,Richter,17.937,-66.727,0,0,2020,5,2,2020,5,2,0,0,150,0,150,0,0,150000,0.0,GREEN,GREEN,YELLOW
2020-0007-PRI,2020,7,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Puerto Rico,PRI,Caribbean,Americas,"Ponce City, San Juan, Yauco, Guayanilla, Lajas, Guanica",0,Tsunami/Tidal wave,0,0,0,0,0,6,Richter,17.935,-66.883,18:26,0,2020,1,7,2020,1,7,4,8,4170,900,5078,0,400000,800000,0.0,GREEN,GREEN,RED
2020-0244-CHN,2020,244,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Qiaojia and Ludian (Yunnan province),0,0,0,0,0,0,0,5,Richter,27.296,103.281,13:30,0,2020,5,18,2020,5,18,4,24,3300,0,3324,0,0,17000,0.0,GREEN,BLUE,RED
2020-0579-DZA,2020,579,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Algeria,DZA,Northern Africa,Africa,Mila province,0,0,0,0,0,0,0,5,Richter,,,07:15,0,2020,8,7,2020,8,7,0,0,15000,0,15000,0,0,0,0.0,GREEN,GREEN,RED
2020-0466-GRC,2020,466,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Greece,GRC,Southern Europe,Europe,Samos,0,0,0,0,0,Yes,0,7,Richter,37.913,26.779,13:57,0,2020,10,30,2020,10,30,2,19,900,0,919,0,0,0,0.0,GREEN,GREEN,RED
2020-0106-HRV,2020,106,Natural,Geophysical,Earthquake,Ground movement,0,0,SigDam,Croatia,HRV,Southern Europe,Europe,Zagreb,0,0,0,0,0,0,0,5,Richter,45.897,15.966,06:24,0,2020,3,22,2020,3,22,1,27,60000,18915,78942,9450000,0,6800000,0.0,GREEN,BLUE,RED
2020-0572-HRV,2020,572,Natural,Geophysical,Earthquake,Ground movement,0,0,SigDis,Croatia,HRV,Southern Europe,Europe,"Sisak, Petrinja, Glina",0,0,0,0,0,0,0,6,Richter,45.422,16.255,12:19,0,2020,12,29,2020,12,29,8,36,140000,0,140036,0,0,1200000,0.0,GREEN,BLUE,RED
2020-0225-IDN,2020,225,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"South Morotai, East Morotai, North Morotai, Morotai Jaya, South West Morotai, Rau Island",0,0,0,0,0,0,0,6,Richter,2.911,128.248,15:49,0,2020,6,4,2020,6,4,0,0,1490,70,1560,0,0,0,0.0,GREEN,GREEN,RED
2020-0073-IRN,2020,73,Natural,Geophysical,Earthquake,Ground movement,0,0,Waiting,Iran (Islamic Republic of),IRN,Southern Asia,Asia,0,0,0,0,0,0,0,0,6,Richter,38.543,44.447,10:23,0,2020,2,23,2020,2,23,0,75,15000,0,15075,0,0,0,0.0,GREEN,YELLOW,RED
2020-0281-MEX,2020,281,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Mexico,MEX,Central America,Americas,South Oaxaca State (Mexico),0,0,0,0,0,Yes,0,7,Richter,15.916,-95.953,04:03,0,2020,6,23,2020,6,23,10,24,24369,0,24393,0,0,75000,0.0,GREEN,BLUE,RED
2020-0370-PHL,2020,370,Natural,Geophysical,Earthquake,Ground movement,0,0,Waiting,Philippines (the),PHL,South-Eastern Asia,Asia,Bicol Region,0,0,0,0,0,0,0,7,Richter,12.021,124.123,08:03,0,2020,8,18,2020,8,18,1,20,4255,705,4980,0,0,2500,0.0,GREEN,GREEN,RED
2020-0034-TUR,2020,34,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,Sivrice District (Elazig province); Malatya Provinces),0,0,0,0,0,0,0,7,Richter,38.39,44.367,20:55,39.081,2020,1,24,2020,1,24,41,1607,69000,0,70607,0,0,88000,0.0,YELLOW,RED,RED
2020-0073-TUR,2020,73,Natural,Geophysical,Earthquake,Ground movement,0,0,Waiting,Turkey,TUR,Western Asia,Asia,Van City (Baskale district),0,0,0,0,0,0,0,6,Richter,38.543,44.447,09:23,0,2020,2,23,2020,2,23,9,50,0,3000,3050,0,0,0,0.0,GREEN,BLUE,RED
2020-0251-TUR,2020,251,Natural,Geophysical,Earthquake,Ground movement,0,0,Waiting,Turkey,TUR,Western Asia,Asia,"Karl?ova, Yedisu, Adakl? districts (Bingöl); Çat district (Erzurum)",0,0,0,0,0,0,0,6,Richter,39.421,40.697,17:24,0,2020,6,14,2020,6,14,1,35,6600,0,6635,0,0,0,0.0,GREEN,BLUE,RED
2020-0279-TUR,2020,279,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Turkey,TUR,Western Asia,Asia,"Özalp, Saray, Gürpinar Districts (Van Province)",0,0,0,0,0,0,0,5,Richter,38.558,44.023,13:03,0,2020,6,25,2020,6,25,0,5,273,0,278,0,0,0,0.0,GREEN,GREEN,ORANGE
2020-0466-TUR,2020,466,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,"Izmir Bornova, Bayrakli and Karsiyaka",0,0,0,0,0,0,0,7,Richter,37.913,26.779,14:57,0,2020,10,30,2020,10,30,115,1034,0,5000,6034,0,0,450000,0.0,RED,RED,RED
2021-0003-IDN,2021,3,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Mamuju, Majene, Polewali Mandar districts (West Sulawesi Province)",0,"Slide (land, mud, snow, rock)",0,0,0,0,0,6,Richter,-2.976,118.901,01:28,0,2021,1,15,2021,1,15,81,933,19435,0,20368,0,0,60000,0.0,ORANGE,RED,RED
2021-0095-IRN,2021,95,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Esfahan, Kohgiluyeh and Boyer-Ahmad provinces",0,0,0,0,0,0,0,6,Richter,,,22:05,0,2021,2,17,2021,2,17,0,63,24291,0,24354,0,0,0,0.0,GREEN,YELLOW,RED
2021-0105-JPN,2021,105,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Japan,JPN,Eastern Asia,Asia,Namie region,0,0,0,0,0,0,0,7,Richter,37.745,141.749,23:07,0,2021,2,13,2021,2,13,0,100,0,0,100,0,0,0,0.0,GREEN,YELLOW,BLUE
